frame,landmark_0_x,landmark_0_y,landmark_0_z,landmark_0_visibility,landmark_1_x,landmark_1_y,landmark_1_z,landmark_1_visibility,landmark_2_x,landmark_2_y,landmark_2_z,landmark_2_visibility,landmark_3_x,landmark_3_y,landmark_3_z,landmark_3_visibility,landmark_4_x,landmark_4_y,landmark_4_z,landmark_4_visibility,landmark_5_x,landmark_5_y,landmark_5_z,landmark_5_visibility,landmark_6_x,landmark_6_y,landmark_6_z,landmark_6_visibility,landmark_7_x,landmark_7_y,landmark_7_z,landmark_7_visibility,landmark_8_x,landmark_8_y,landmark_8_z,landmark_8_visibility,landmark_9_x,landmark_9_y,landmark_9_z,landmark_9_visibility,landmark_10_x,landmark_10_y,landmark_10_z,landmark_10_visibility,landmark_11_x,landmark_11_y,landmark_11_z,landmark_11_visibility,landmark_12_x,landmark_12_y,landmark_12_z,landmark_12_visibility,landmark_13_x,landmark_13_y,landmark_13_z,landmark_13_visibility,landmark_14_x,landmark_14_y,landmark_14_z,landmark_14_visibility,landmark_15_x,landmark_15_y,landmark_15_z,landmark_15_visibility,landmark_16_x,landmark_16_y,landmark_16_z,landmark_16_visibility,landmark_17_x,landmark_17_y,landmark_17_z,landmark_17_visibility,landmark_18_x,landmark_18_y,landmark_18_z,landmark_18_visibility,landmark_19_x,landmark_19_y,landmark_19_z,landmark_19_visibility,landmark_20_x,landmark_20_y,landmark_20_z,landmark_20_visibility,landmark_21_x,landmark_21_y,landmark_21_z,landmark_21_visibility,landmark_22_x,landmark_22_y,landmark_22_z,landmark_22_visibility,landmark_23_x,landmark_23_y,landmark_23_z,landmark_23_visibility,landmark_24_x,landmark_24_y,landmark_24_z,landmark_24_visibility,landmark_25_x,landmark_25_y,landmark_25_z,landmark_25_visibility,landmark_26_x,landmark_26_y,landmark_26_z,landmark_26_visibility,landmark_27_x,landmark_27_y,landmark_27_z,landmark_27_visibility,landmark_28_x,landmark_28_y,landmark_28_z,landmark_28_visibility,landmark_29_x,landmark_29_y,landmark_29_z,landmark_29_visibility,landmark_30_x,landmark_30_y,landmark_30_z,landmark_30_visibility,landmark_31_x,landmark_31_y,landmark_31_z,landmark_31_visibility,landmark_32_x,landmark_32_y,landmark_32_z,landmark_32_visibility
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,0.9202041625976562,0.5053646564483643,-0.029689138755202293,0.9943041801452637,0.9242250323295593,0.48514336347579956,-0.04726801812648773,0.9938063025474548,0.9257806539535522,0.4840754568576813,-0.047356750816106796,0.9947012066841125,0.9275639653205872,0.4828621447086334,-0.04744483530521393,0.994500994682312,0.9230840802192688,0.4852900207042694,-0.019725698977708817,0.993829071521759,0.9237767457962036,0.48443374037742615,-0.01974368467926979,0.9945433139801025,0.9245656728744507,0.4833942949771881,-0.019877154380083084,0.994009792804718,0.9424890279769897,0.4840741753578186,-0.08966284990310669,0.9967243075370789,0.938012957572937,0.48378241062164307,0.033881135284900665,0.9964055418968201,0.9270402789115906,0.5186880826950073,-0.04193859174847603,0.9956939220428467,0.9252195358276367,0.5195250511169434,-0.00601994851604104,0.9949916005134583,0.9808400273323059,0.5481593608856201,-0.14041687548160553,0.9955016374588013,0.9526281356811523,0.5711804628372192,0.10590388625860214,0.9954051375389099,0.996509850025177,0.6654170751571655,-0.16844028234481812,0.9204717874526978,0.9618967771530151,0.680539608001709,0.16721031069755554,0.8246570825576782,0.9830648303031921,0.7647307515144348,-0.17032721638679504,0.44834235310554504,0.9316293001174927,0.7080892324447632,0.1392478197813034,0.3296241760253906,0.9798447489738464,0.7882542014122009,-0.19437986612319946,0.35416272282600403,0.9266186952590942,0.7152459621429443,0.1402834951877594,0.25850847363471985,0.9751120805740356,0.7854035496711731,-0.19314426183700562,0.34927478432655334,0.9260090589523315,0.7075845003128052,0.11673923581838608,0.2523571252822876,0.9746926426887512,0.7746762037277222,-0.16844841837882996,0.31551048159599304,0.9287509918212891,0.7046709656715393,0.12772418558597565,0.23165994882583618,0.9966103434562683,0.796820342540741,-0.07642806321382523,0.5727726221084595,0.9834545850753784,0.7944061160087585,0.07663421332836151,0.5603399872779846,0.9528892636299133,0.9386298060417175,-0.12494204193353653,0.3707297444343567,0.9576498866081238,0.9194794297218323,0.06622922420501709,0.43166816234588623,0.981253445148468,1.0787709951400757,0.05201069265604019,0.09207754582166672,0.9756932258605957,1.0745010375976562,0.16350199282169342,0.14109912514686584,0.993724524974823,1.088942050933838,0.06896303594112396,0.19571785628795624,0.9845817685127258,1.0937073230743408,0.17195242643356323,0.3759259283542633,0.9616484642028809,1.1342613697052002,0.056061696261167526,0.026433788239955902,0.9566243886947632,1.1226041316986084,0.13847114145755768,0.03553352504968643
100,0.9178236126899719,0.5053367614746094,-0.040179766714572906,0.9948267936706543,0.9217396974563599,0.4852593243122101,-0.05813003331422806,0.9943737983703613,0.9235731363296509,0.48426955938339233,-0.058181554079055786,0.9951871633529663,0.9257016181945801,0.48316115140914917,-0.05825836583971977,0.9950114488601685,0.9204180836677551,0.48533961176872253,-0.0317644402384758,0.994361162185669,0.9211643934249878,0.4844698905944824,-0.0317520871758461,0.9949959516525269,0.9220588803291321,0.4834153354167938,-0.03184882551431656,0.9945128560066223,0.9417282938957214,0.4846370816230774,-0.09793545305728912,0.9970352053642273,0.9370328783988953,0.48404785990715027,0.019111748784780502,0.9967125058174133,0.9256067276000977,0.519032895565033,-0.0513530895113945,0.9961076974868774,0.923488438129425,0.5196642279624939,-0.017322739586234093,0.9954370260238647,0.9808728098869324,0.5496838092803955,-0.1417173594236374,0.9959474205970764,0.9504389762878418,0.5657368898391724,0.0895717442035675,0.99576735496521,1.0000978708267212,0.6622298955917358,-0.16826120018959045,0.9281309843063354,0.9631096124649048,0.6585423350334167,0.17052258551120758,0.7600352168083191,0.983962893486023,0.7646970748901367,-0.17274615168571472,0.5028159618377686,0.9324742555618286,0.707085907459259,0.1549907624721527,0.3439728915691376,0.9807913899421692,0.7917118668556213,-0.19800955057144165,0.41728904843330383,0.9266467094421387,0.7152737379074097,0.15614187717437744,0.2837768495082855,0.9751596450805664,0.7874172925949097,-0.19701988995075226,0.41284382343292236,0.9259063601493835,0.7086126208305359,0.12770697474479675,0.2807275354862213,0.9749705195426941,0.7782259583473206,-0.17054443061351776,0.38200005888938904,0.9287645220756531,0.7055335640907288,0.14216825366020203,0.26261746883392334,0.9929654002189636,0.7955557703971863,-0.06922788172960281,0.6149518489837646,0.9749382138252258,0.7927934527397156,0.06945345550775528,0.603108286857605,0.9530140161514282,0.9396649599075317,-0.12625887989997864,0.40693944692611694,0.9573705792427063,0.9197337627410889,0.0546816885471344,0.4062913954257965,0.9819105267524719,1.0725114345550537,0.049367278814315796,0.09639295190572739,0.9809837341308594,1.0690336227416992,0.15792986750602722,0.13304702937602997,0.9946626424789429,1.0809252262115479,0.06680356711149216,0.2161693423986435,0.9916855096817017,1.0862764120101929,0.1670665442943573,0.3567264974117279,0.9691003561019897,1.1322166919708252,0.05606729909777641,0.03396826982498169,0.9659436345100403,1.1221606731414795,0.13646067678928375,0.03730684146285057
101,0.9131535291671753,0.5052914023399353,-0.03773597255349159,0.9952369332313538,0.9175466299057007,0.4852595329284668,-0.056433070451021194,0.9948039054870605,0.9195293188095093,0.48427248001098633,-0.05647207051515579,0.9955585598945618,0.9217878580093384,0.48317039012908936,-0.056523531675338745,0.9954103231430054,0.9158402681350708,0.4853406548500061,-0.030488815158605576,0.9947346448898315,0.9165425300598145,0.48447325825691223,-0.030487194657325745,0.9952974915504456,0.9174014329910278,0.48341718316078186,-0.030605554580688477,0.9948575496673584,0.9386222958564758,0.4851050078868866,-0.09455371648073196,0.9972841143608093,0.9337993860244751,0.4843495786190033,0.021510662510991096,0.9969290494918823,0.9215289354324341,0.5191609859466553,-0.04811878874897957,0.9964474439620972,0.9190943837165833,0.5197954177856445,-0.016651984304189682,0.9957533478736877,0.9762088656425476,0.5508681535720825,-0.13730593025684357,0.996346652507782,0.9458281397819519,0.5657044649124146,0.09199526160955429,0.9960607290267944,0.9991739988327026,0.6585438251495361,-0.16825146973133087,0.9348333477973938,0.9628919363021851,0.6560681462287903,0.17220526933670044,0.7009813189506531,0.9835376739501953,0.7638294696807861,-0.18465641140937805,0.551517128944397,0.9324389696121216,0.7072932720184326,0.15641768276691437,0.3564474880695343,0.9805940389633179,0.79164719581604,-0.20942993462085724,0.47361892461776733,0.9258567094802856,0.717100203037262,0.15795627236366272,0.3056032359600067,0.9745498895645142,0.7873970866203308,-0.2076719105243683,0.46951138973236084,0.9242046475410461,0.7120728492736816,0.12986639142036438,0.3052646517753601,0.9743379354476929,0.7781042456626892,-0.18221552670001984,0.4411401152610779,0.927727997303009,0.7081095576286316,0.1437082290649414,0.28937631845474243,0.9843341708183289,0.7956356406211853,-0.06710340082645416,0.6528688669204712,0.9650486707687378,0.7932597398757935,0.06728116422891617,0.6413552761077881,0.9524540901184082,0.9481532573699951,-0.10933258384466171,0.4326290786266327,0.950790286064148,0.9198068380355835,0.05296233296394348,0.3793275058269501,0.9804377555847168,1.0750021934509277,0.04056338220834732,0.10266908258199692,0.9793511629104614,1.0667628049850464,0.15350160002708435,0.12399385124444962,0.9933971166610718,1.0868146419525146,0.054512668401002884,0.23576371371746063,0.9909963607788086,1.0842292308807373,0.1623813956975937,0.3371635973453522,0.9677025675773621,1.1336591243743896,0.03736889362335205,0.043012965470552444,0.964239239692688,1.1194179058074951,0.13365396857261658,0.03820667043328285
102,0.9092656970024109,0.5054929256439209,-0.03713543713092804,0.9956192970275879,0.9135751724243164,0.48573845624923706,-0.05535193532705307,0.9952104687690735,0.9156510233879089,0.48479002714157104,-0.05540922284126282,0.9959094524383545,0.9179259538650513,0.48372969031333923,-0.05546881631016731,0.9957906603813171,0.9117975234985352,0.4858804941177368,-0.029403457418084145,0.995083212852478,0.9125354886054993,0.4850520193576813,-0.029404213652014732,0.9955712556838989,0.9134296178817749,0.4840127229690552,-0.029502402991056442,0.995171308517456,0.9346164464950562,0.48607903718948364,-0.09431980550289154,0.9975178837776184,0.929507851600647,0.4851101040840149,0.020818453282117844,0.9971039891242981,0.917462170124054,0.519386887550354,-0.04787449166178703,0.9967644810676575,0.9149312973022461,0.5200812220573425,-0.015408957377076149,0.9960470795631409,0.9744096994400024,0.5545299053192139,-0.13751251995563507,0.9967093467712402,0.9408189058303833,0.5658859014511108,0.09158575534820557,0.9963168501853943,0.998589038848877,0.6588999032974243,-0.1727815717458725,0.9409557580947876,0.9574764966964722,0.6525376439094543,0.17396561801433563,0.6467152237892151,0.9796699285507202,0.7629621028900146,-0.19738240540027618,0.5955678224563599,0.9307307004928589,0.7077467441558838,0.16216978430747986,0.3647761642932892,0.9752140045166016,0.7921014428138733,-0.22289995849132538,0.524709165096283,0.9237588047981262,0.7187220454216003,0.16369691491127014,0.3227861821651459,0.9688593745231628,0.7872808575630188,-0.21960484981536865,0.5209450721740723,0.9219945669174194,0.7151703834533691,0.13661958277225494,0.3246261179447174,0.9692345857620239,0.7778418660163879,-0.1941768229007721,0.49471890926361084,0.9254840612411499,0.711430013179779,0.14991770684719086,0.3105485439300537,0.9799907803535461,0.7957963943481445,-0.06658647954463959,0.6872793436050415,0.9574915766716003,0.7932701706886292,0.06671435385942459,0.6762195229530334,0.9518925547599792,0.948333203792572,-0.10270891338586807,0.4448508024215698,0.9382041096687317,0.9161007404327393,0.046580955386161804,0.3565809726715088,0.9773058891296387,1.0744622945785522,0.04728658124804497,0.11367867141962051,0.9720181226730347,1.0613049268722534,0.15483815968036652,0.11617515981197357,0.9903653264045715,1.0867513418197632,0.0602218434214592,0.2494690716266632,0.9834281206130981,1.0771719217300415,0.16276170313358307,0.31754904985427856,0.9590446352958679,1.132372498512268,0.041955795139074326,0.056028932332992554,0.9575303196907043,1.1154108047485352,0.13808615505695343,0.03984009847044945
103,0.9039207696914673,0.5054967403411865,-0.045965708792209625,0.9958978295326233,0.9083229303359985,0.48588472604751587,-0.06368289142847061,0.9955139756202698,0.9101982116699219,0.48496606945991516,-0.06376314908266068,0.9961732029914856,0.9123574495315552,0.4839184582233429,-0.0638313814997673,0.9960981011390686,0.9070035815238953,0.4860111176967621,-0.03798355162143707,0.995293140411377,0.9078124761581421,0.485199511051178,-0.03797746077179909,0.9957064986228943,0.9088287353515625,0.48417234420776367,-0.03804820030927658,0.9953385591506958,0.9290278553962708,0.48650437593460083,-0.10326782613992691,0.9977094531059265,0.9242647886276245,0.4855818748474121,0.01142948679625988,0.9971702098846436,0.9113870859146118,0.5193637013435364,-0.05708564445376396,0.9970359802246094,0.9094767570495605,0.5200707912445068,-0.0239663515239954,0.996245801448822,0.9684373736381531,0.5559893250465393,-0.14968596398830414,0.997036337852478,0.93694007396698,0.5665420293807983,0.08678384125232697,0.9964905977249146,0.9975153803825378,0.6590152978897095,-0.18951623141765594,0.9464246034622192,0.9535056352615356,0.6548543572425842,0.17358528077602386,0.5935401916503906,0.9723030924797058,0.7620827555656433,-0.21425911784172058,0.6352049708366394,0.9271923303604126,0.7082629799842834,0.16590242087841034,0.3639086186885834,0.9666309356689453,0.7915467023849487,-0.24054856598377228,0.5707111954689026,0.9198480844497681,0.7215824723243713,0.16791287064552307,0.3309546709060669,0.9612036943435669,0.7858772873878479,-0.2369047850370407,0.567258894443512,0.9186311960220337,0.7183962464332581,0.14149852097034454,0.33454445004463196,0.9615616798400879,0.7767406702041626,-0.2109285145998001,0.5428488850593567,0.9221562147140503,0.7144631147384644,0.1538894921541214,0.3222147226333618,0.9774224162101746,0.797965407371521,-0.06736836582422256,0.7183747887611389,0.9519022107124329,0.7937828302383423,0.06753335148096085,0.7078401446342468,0.9560765027999878,0.9539164900779724,-0.1079312115907669,0.46695661544799805,0.9275811314582825,0.9072147011756897,0.04899526759982109,0.3386116921901703,0.9769161343574524,1.0727899074554443,0.05478090047836304,0.12369655072689056,0.968273937702179,1.0092594623565674,0.17029334604740143,0.10905411094427109,0.9900388717651367,1.083531141281128,0.07010464370250702,0.25361111760139465,0.9806854128837585,1.060811161994934,0.18170256912708282,0.2986547350883484,0.954921543598175,1.1305584907531738,0.04888085275888443,0.06689004600048065,0.9565860033035278,1.1025487184524536,0.16694055497646332,0.04168456792831421
104,0.8991087079048157,0.5054180026054382,-0.057433582842350006,0.9961029887199402,0.9040356874465942,0.48587846755981445,-0.0749257504940033,0.9957563877105713,0.9057533144950867,0.48496708273887634,-0.07501739263534546,0.9963836073875427,0.9077766537666321,0.48393258452415466,-0.07509607821702957,0.9963636994361877,0.9027047157287598,0.4859998822212219,-0.04827394336462021,0.99542635679245,0.9034487009048462,0.4851970970630646,-0.04827151447534561,0.995742678642273,0.904390811920166,0.48417404294013977,-0.04833369329571724,0.9953969120979309,0.9238870739936829,0.48686662316322327,-0.11534776538610458,0.9978821277618408,0.9196567535400391,0.48588594794273376,0.0036923359148204327,0.9971632361412048,0.9064872860908508,0.5192781090736389,-0.06912727653980255,0.9972749352455139,0.9045179486274719,0.5199849605560303,-0.03457506373524666,0.9963992834091187,0.962481677532196,0.5593422651290894,-0.1656142771244049,0.9973309636116028,0.9349802136421204,0.5676584839820862,0.08524712920188904,0.9965992569923401,0.9965584874153137,0.6598662734031677,-0.20559373497962952,0.9515906572341919,0.9487015008926392,0.6561886668205261,0.17354485392570496,0.5439435839653015,0.9672625660896301,0.7620606422424316,-0.22467195987701416,0.671360969543457,0.9233163595199585,0.709854245185852,0.16143785417079926,0.3604849874973297,0.9615437388420105,0.7915385961532593,-0.2525709271430969,0.612899124622345,0.9163830876350403,0.725558876991272,0.16313640773296356,0.3350774049758911,0.9559563398361206,0.785801887512207,-0.24794109165668488,0.6097496747970581,0.9154651761054993,0.7231005430221558,0.13821391761302948,0.3399409353733063,0.9561538696289062,0.7767038941383362,-0.22071564197540283,0.5872783064842224,0.9187432527542114,0.7186168432235718,0.14975282549858093,0.32920706272125244,0.9729040265083313,0.805180549621582,-0.06848514080047607,0.7463626861572266,0.9483639597892761,0.7981619834899902,0.06860770285129547,0.7363194227218628,0.9565556645393372,0.957650899887085,-0.10909590870141983,0.4863480031490326,0.9228800535202026,0.9007180333137512,0.05327106639742851,0.3225700855255127,0.9776901006698608,1.0727741718292236,0.056233324110507965,0.1275022029876709,0.9676774740219116,1.0093764066696167,0.17086626589298248,0.10228878259658813,0.9911068081855774,1.0824931859970093,0.0724673867225647,0.25320518016815186,0.9808875322341919,1.0615049600601196,0.18189647793769836,0.280812531709671,0.9549775123596191,1.1294034719467163,0.055531978607177734,0.07364105433225632,0.9565998911857605,1.1021441221237183,0.16839270293712616,0.04318569228053093
105,0.8944208025932312,0.5054460167884827,-0.06337711960077286,0.9963183999061584,0.899427592754364,0.4862233102321625,-0.0806366577744484,0.9959883689880371,0.9010529518127441,0.48537713289260864,-0.0807272344827652,0.9965806007385254,0.9028501510620117,0.484433650970459,-0.08080027997493744,0.9966176748275757,0.8983914256095886,0.4863032400608063,-0.05382850021123886,0.9955778121948242,0.8993262052536011,0.48551809787750244,-0.05382760241627693,0.9958086609840393,0.9004422426223755,0.4845167398452759,-0.05389280989766121,0.995514988899231,0.9185124635696411,0.4880494475364685,-0.12140721082687378,0.9980387091636658,0.9156196713447571,0.48673897981643677,-0.001993043813854456,0.99721759557724,0.9017723202705383,0.5193762183189392,-0.07553734630346298,0.9974925518035889,0.9003434181213379,0.520038366317749,-0.040877632796764374,0.9965693354606628,0.9544593095779419,0.5606141090393066,-0.17638322710990906,0.9975960850715637,0.9351447820663452,0.5680036544799805,0.08288286626338959,0.9966521263122559,0.9922396540641785,0.6673464179039001,-0.21471157670021057,0.9562379717826843,0.9464410543441772,0.657261073589325,0.16125820577144623,0.4965764284133911,0.9587730169296265,0.7648286819458008,-0.22237198054790497,0.7039177417755127,0.9209139943122864,0.712428629398346,0.14140908420085907,0.3492180407047272,0.9529897570610046,0.793192982673645,-0.24893753230571747,0.6508522033691406,0.9134448170661926,0.7276522517204285,0.14134445786476135,0.32950183749198914,0.9481880068778992,0.7874920964241028,-0.24335432052612305,0.6479554176330566,0.9124289751052856,0.7246983051300049,0.1155526265501976,0.33494269847869873,0.949471652507782,0.7794227004051208,-0.21787162125110626,0.6271453499794006,0.9158948063850403,0.7204082012176514,0.128859743475914,0.32592207193374634,0.9670292139053345,0.8071305751800537,-0.0698527991771698,0.7715989351272583,0.9435850381851196,0.7987565994262695,0.06994345784187317,0.7622464895248413,0.9565287828445435,0.9587711095809937,-0.11098454892635345,0.5194807648658752,0.9040253758430481,0.8778148293495178,0.014399883337318897,0.3285134434700012,0.9820898175239563,1.0671663284301758,0.05279111862182617,0.1513737291097641,0.9630267024040222,0.9899709820747375,0.1311405748128891,0.10173231363296509,0.9962671995162964,1.0748918056488037,0.068079873919487,0.26364409923553467,0.9792068600654602,1.0304601192474365,0.1427488774061203,0.2751968502998352,0.9609001278877258,1.1226574182510376,0.04524868354201317,0.09671226143836975,0.9554027318954468,1.0796493291854858,0.13358739018440247,0.0523315891623497
106,0.8905893564224243,0.5055533647537231,-0.0749565064907074,0.996584951877594,0.8956984281539917,0.48685532808303833,-0.09247821569442749,0.996288001537323,0.8973482847213745,0.4860779345035553,-0.09256123751401901,0.9968388080596924,0.8991216421127319,0.4852226674556732,-0.092628113925457,0.9968990087509155,0.8948991894721985,0.48687881231307983,-0.06483541429042816,0.9958553314208984,0.8959912061691284,0.4861254394054413,-0.06482379883527756,0.9960342049598694,0.8972509503364563,0.48516884446144104,-0.0648752823472023,0.995768666267395,0.9143599271774292,0.48940709233283997,-0.13337132334709167,0.998210072517395,0.9118817448616028,0.48779749870300293,-0.010307898744940758,0.9973666071891785,0.898116409778595,0.5197064280509949,-0.08733542263507843,0.9977123141288757,0.8970130681991577,0.5202590227127075,-0.05163763090968132,0.9968082308769226,0.9468982815742493,0.5633473992347717,-0.192236989736557,0.9978351593017578,0.9329119920730591,0.5689014792442322,0.0790623277425766,0.9967568516731262,0.9856917262077332,0.6760678291320801,-0.2260877639055252,0.9604803323745728,0.9443591833114624,0.657489538192749,0.1474742442369461,0.45421966910362244,0.9517615437507629,0.7751697897911072,-0.21522033214569092,0.7332645654678345,0.917495608329773,0.714713454246521,0.11143569648265839,0.3358589708805084,0.9450796246528625,0.8008270263671875,-0.24164895713329315,0.6850731372833252,0.9102755784988403,0.7292805910110474,0.10990762710571289,0.32116079330444336,0.9402076005935669,0.7955197691917419,-0.2354278266429901,0.6824011206626892,0.9091574549674988,0.7269012331962585,0.08186841756105423,0.326950341463089,0.9417125582695007,0.789094865322113,-0.21029441058635712,0.6631463170051575,0.9129249453544617,0.7227108478546143,0.09767134487628937,0.31947416067123413,0.9617837071418762,0.8092786073684692,-0.07402517646551132,0.7943398356437683,0.938420295715332,0.7993741631507874,0.0741327777504921,0.7856718897819519,0.9549950361251831,0.961485743522644,-0.13270041346549988,0.5555105209350586,0.8979999423027039,0.8688297867774963,-0.010590087622404099,0.3371472656726837,0.9855405688285828,1.0694302320480347,-0.006829520221799612,0.1817072182893753,0.9582327604293823,0.992120623588562,0.08522405475378036,0.10325387120246887,1.0000940561294556,1.0756772756576538,0.004468062426894903,0.2819651663303375,0.9748517870903015,0.9991662502288818,0.09460416436195374,0.2741764485836029,0.9695744514465332,1.1281088590621948,-0.0229476410895586,0.12472986429929733,0.9506832957267761,1.0796414613723755,0.07853759825229645,0.06456829607486725
107,0.8864822387695312,0.506707489490509,-0.06519050151109695,0.9967805743217468,0.8915224075317383,0.4886765480041504,-0.08252221345901489,0.9965090751647949,0.8930798768997192,0.48791152238845825,-0.08259996026754379,0.9970220923423767,0.8947499990463257,0.48706287145614624,-0.08267951756715775,0.9971176385879517,0.8911330103874207,0.48867112398147583,-0.057380568236112595,0.9960532188415527,0.8924304842948914,0.4878968596458435,-0.05741826817393303,0.9961833953857422,0.8939353227615356,0.4868919849395752,-0.05752018839120865,0.9959679841995239,0.9093725085258484,0.49138176441192627,-0.12340681254863739,0.9983316659927368,0.9084116816520691,0.4894987642765045,-0.010033880360424519,0.9974440932273865,0.8936555981636047,0.5209909081459045,-0.076497882604599,0.9978460073471069,0.8929949998855591,0.5214922428131104,-0.04195578396320343,0.9969077706336975,0.9375578761100769,0.5637974739074707,-0.18608322739601135,0.9980430006980896,0.9336149096488953,0.569031298160553,0.08433669805526733,0.9966200590133667,0.9720821380615234,0.6762819886207581,-0.2222539484500885,0.9631542563438416,0.9443427920341492,0.6638033390045166,0.13186071813106537,0.4119735360145569,0.945956826210022,0.7737561464309692,-0.1951272040605545,0.7573029398918152,0.9182581901550293,0.7238107323646545,0.08258424699306488,0.3078952729701996,0.9409558176994324,0.7998153567314148,-0.21699193120002747,0.7114841938018799,0.9109143018722534,0.7408230304718018,0.08087538927793503,0.29598456621170044,0.9365218877792358,0.7947982549667358,-0.21031680703163147,0.7086586952209473,0.9094666242599487,0.7344876527786255,0.054731905460357666,0.3015267848968506,0.9378981590270996,0.7875227928161621,-0.1902461051940918,0.6884722113609314,0.9129716157913208,0.7313603162765503,0.06865540146827698,0.295601487159729,0.9537200927734375,0.8092638850212097,-0.07773210108280182,0.814689576625824,0.9364830851554871,0.7993567585945129,0.07784217596054077,0.8066307306289673,0.9503542184829712,0.9604730606079102,-0.13734114170074463,0.5918439030647278,0.8901538848876953,0.8531870245933533,-0.042045705020427704,0.3720681667327881,0.9843124151229858,1.0679270029067993,-0.03379758447408676,0.23387446999549866,0.9464408159255981,0.981494665145874,0.019424352794885635,0.1231345683336258,0.9988781213760376,1.0739152431488037,-0.02536976896226406,0.3121486008167267,0.9631407856941223,1.0028431415557861,0.024373089894652367,0.2906782627105713,0.9690834879875183,1.126150131225586,-0.0608791783452034,0.17347213625907898,0.9394113421440125,1.017998218536377,0.0006820001872256398,0.09395632147789001
